fips,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141
37093,Snow Storms or Ice Storms,,,Tropical Storm,,,,Flooding,,,,Extreme Heat,Tropical Storm,,,,,,,,Tropical Storm,,,,,,,,,,,,,,,,,,Tornado or Funnel Cloud,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tornado or Funnel Cloud,,,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,Hoke
13117,,,,,,,,Flooding,,,,,,,,,,,,Drought,,Drought,,,,Drought,,,,,,,,"Wind, Hail, or Lightning",,,,,Tropical Storm,Tropical Storm,Tropical Storm,,"Wind, Hail, or Lightning",Tropical Storm,,,,,,"Wind, Hail, or Lightning",,,,Cold Weather/Wind Chill or Freezing,"Wind, Hail, or Lightning",Drought,,,,Tornado or Funnel Cloud,,,,,,,,,,,,Tornado or Funnel Cloud,,,,,,,,,,,,,,Flooding,,"Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,,,Tropical Storm,Extreme Heat,"Wind, Hail, or Lightning",,,,,,,,,,,,,,Flooding,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,Forsyth
37095,,,,,,,,,,,,,,,,,,,,,Tropical Storm,,,,,,,,,,,,,,,,,Tropical Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,Flooding,,,,,,,,,,"Wind, Hail, or Lightning",,Tropical Storm,,,,,,,,,,,,,,,,,,,,,,,,,,Flooding,,,,,,,,,,Mainland Hyde
13115,Snow Storms or Ice Storms,,,,,,,Flooding,,,,,,,,,,,,Drought,,Drought,,,,Drought,"Wind, Hail, or Lightning",,,,,,,"Wind, Hail, or Lightning",,,,,Tropical Storm,Tropical Storm,Tropical Storm,,"Wind, Hail, or Lightning",Tropical Storm,,,,,,"Wind, Hail, or Lightning",,,,Cold Weather/Wind Chill or Freezing,,Drought,,,,Tornado or Funnel Cloud,,,,,,,,,,,,Tornado or Funnel Cloud,,,,,,,,,,,,"Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,Tornado or Funnel Cloud,,"Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,,,Tropical Storm,Extreme Heat,"Wind, Hail, or Lightning",,,,,,,,,,,"Wind, Hail, or Lightning",,,Flooding,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,FLOYD
37097,Snow Storms or Ice Storms,,,,,,,"Wind, Hail, or Lightning",,,,Drought,,,,,,,,Drought,,Drought,,,,Drought,,,,,,,,,,,"Wind, Hail, or Lightning",,,,Flooding,,,,,,,,,,,,,Cold Weather/Wind Chill or Freezing,"Wind, Hail, or Lightning",Drought,,Drought,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,Iredell
40117,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,Tornado or Funnel Cloud,,,,,,,,,,,Drought,,"Wind, Hail, or Lightning",,,,,,Extreme Heat,,,,,,Flooding,"Wind, Hail, or Lightning",Flooding,,,,,Extreme Heat,Tornado or Funnel Cloud,Tornado or Funnel Cloud,,,"Wind, Hail, or Lightning",,,,,,,Snow Storms or Ice Storms,Drought,,,,"Wind, Hail, or Lightning",,,,"Wind, Hail, or Lightning",,,,,,,Drought,,,"Wind, Hail, or Lightning",Flooding,,,,,,,Drought,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,Drought,,,,,,,,,,,,,,,,,,,,,,,,Tornado or Funnel Cloud,,PAWNEE
37099,Flooding,,,,,,,"Wind, Hail, or Lightning",,,,Drought,,,,,,,,Drought,,Drought,,,,Drought,,,,,,,,,,,Flooding,,Flooding,Flooding,Flooding,,,,,,,,,,,,,Cold Weather/Wind Chill or Freezing,"Wind, Hail, or Lightning",Drought,,Drought,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,Cold Weather/Wind Chill or Freezing,,"Wind, Hail, or Lightning",,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,Jackson
13119,Snow Storms or Ice Storms,,,,,,,Flooding,,,,Drought,,,,,,,,Drought,,Drought,,,,Drought,,,,,,,,"Wind, Hail, or Lightning",,,,,Flooding,Tornado or Funnel Cloud,Tornado or Funnel Cloud,,,,,,,,,,,,,Cold Weather/Wind Chill or Freezing,,Drought,,Drought,,Tornado or Funnel Cloud,,,,,,,,,,,,Tornado or Funnel Cloud,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,Extreme Heat,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,Snow Storms or Ice Storms,,"Wind, Hail, or Lightning",,,,,Other,,,,,,,,,,Franklin
13165,,,,,,,,,,,,Extreme Heat,,,,,,,,Drought,,Drought,,,,Drought,,,,,,,,,,,,,"Wind, Hail, or Lightning",,Tropical Storm,,,,,,,Extreme Heat,,,,,,Cold Weather/Wind Chill or Freezing,"Wind, Hail, or Lightning",,,,,Tornado or Funnel Cloud,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jenkins
40113,,,,,,,,,,,,,,,,,,,Tornado or Funnel Cloud,,,,,,,,,,,,,Tornado or Funnel Cloud,,,,,Tornado or Funnel Cloud,,,,,,,,,,Wildfire,Drought,,Tornado or Funnel Cloud,,,,,,Extreme Heat,,,,,,Flooding,Flooding,Flooding,,,,,Extreme Heat,Flooding,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,Tornado or Funnel Cloud,,,Snow Storms or Ice Storms,Drought,,,"Wind, Hail, or Lightning",Tornado or Funnel Cloud,,,,Tornado or Funnel Cloud,,Tornado or Funnel Cloud,,,,,Drought,,,"Wind, Hail, or Lightning",Tornado or Funnel Cloud,,,,,,,Drought,,,,Tornado or Funnel Cloud,Tornado or Funnel Cloud,,,,Drought,,,,,,,,,,"Wind, Hail, or Lightning",,,Flooding,,,,"Wind, Hail, or Lightning",,,,,,,Tornado or Funnel Cloud,,OSAGE
40111,,,,,,,,,,,,Drought,,,,,,,Flooding,,,,,"Wind, Hail, or Lightning",,,,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,,,,,,,,,,,,Wildfire,Drought,,"Wind, Hail, or Lightning",,,,,,Extreme Heat,,,,,,,Flooding,,,,,,Extreme Heat,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,Tornado or Funnel Cloud,,,Snow Storms or Ice Storms,Drought,,,,Tornado or Funnel Cloud,,,,"Wind, Hail, or Lightning",,,,,,,Drought,,,,"Wind, Hail, or Lightning",,,,,,,Drought,,,,"Wind, Hail, or Lightning",,,,,Drought,,,,,,,,,,,,Flooding,Flooding,,,,Flooding,,,,,,,,,Okmulgee
04027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extreme Heat,,,,,,,,,,,Extreme Heat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yuma
12003,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,Other,Tropical Storm,,Tropical Storm,,,,,,,,,,,,,,,,,Wildfire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,BAKER
54079,Snow Storms or Ice Storms,,,,,,Flooding,,,,,,,,,,,,,Drought,,,,,,,Flooding,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,Drought,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Putnam
54071,Flooding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flooding,,,Flooding,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PENDLETON
04023,,,,,,,,,,,,,,,,,,,,,,,,,,Wildfire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,,,,,,,,,Wildfire,,,,,,,,,,,,,,,,,Drought,,,,,,,,,Drought,,,,,,,,Wildfire,,,,,,,,,,,,,,,,,,SANTA CRUZ
54073,Snow Storms or Ice Storms,,,,,,Flooding,,,,,,,,,,,,,Drought,,,,,,,Flooding,,,,,,,,,,"Wind, Hail, or Lightning",,,Flooding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pleasants
54075,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,Drought,,,,,,,Flooding,,,,,,"Wind, Hail, or Lightning",,,Flooding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POCAHONTAS
54077,Flooding,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,Flooding,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,PRESTON
38039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,Drought,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Griggs
04021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,,,,,,,,,,,,,,,Drought,,,,,,,,,,,Drought,,,,,,,,,Drought,,,,,,,,Drought,,,,,,,,,,,,,,,,,,Pinal
38033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wildfire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Golden Valley
38031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,Flooding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Foster
08019,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wildfire,,,,,,,,,,,,,,,,,,Flooding,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clear Creek
38037,,,,,,Flooding,,,,,,,,,,,,,,,,,,,,Wildfire,,,,,,,,,,,,,,,,,,,,,,Wildfire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,Flooding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
38035,,,,,,Flooding,,,,,,,,,,,,,,,,,,,,Wildfire,,,,,,,,,,,,,,,,,,,,,,Drought,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,Drought,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRAND FORKS
27029,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,Drought,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,Tornado or Funnel Cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEARWATER
08017,,,,,,,,,,,,,,,,,,,,,,Drought,,,,Drought,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tornado or Funnel Cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,,,,,,,,,,,Drought,,,,,,,Flooding,,,,,,,,,"Wind, Hail, or Lightning",,,,,Tornado or Funnel Cloud,,,,,,,,,,,,,Tornado or Funnel Cloud,Cheyenne
27069,,,,,,Flooding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,,,,,Tornado or Funnel Cloud,,,,Drought,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kittson
51790,Snow Storms or Ice Storms,,,Flooding,,,,"Wind, Hail, or Lightning",,,,,,,,,,Snow Storms or Ice Storms,,Drought,,Extreme Heat,,,,Extreme Heat,,,,,,,,,,Flooding,,,,,Flooding,,,,,,,,,,,Flooding,,Cold Weather/Wind Chill or Freezing,"Wind, Hail, or Lightning",Extreme Heat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,City of Staunton
34019,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,Drought,"Wind, Hail, or Lightning",,,,,Drought,,,,,,,,Flooding,,"Wind, Hail, or Lightning",,,,Flooding,Flooding,,,,,,,,,,,,,,Flooding,,,,,,,,,,,,,,,,,,,,,Flooding,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,Tropical Storm,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,Snow Storms or Ice Storms,,Flooding,,,,,,Snow Storms or Ice Storms,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,Hunterdon
08015,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,,,,,,,,,,,,,,,,,,,,,Wildfire,Wildfire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chaffee
30029,,Flooding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wildfire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flooding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flooding,Flathead
28161,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,Drought,,,"Wind, Hail, or Lightning",,,,,,,Tornado or Funnel Cloud,,,,,,,,"Wind, Hail, or Lightning",,,Flooding,,,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YALOBUSHA
34011,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,Drought,Flooding,,,,,Drought,,,,,,,,"Wind, Hail, or Lightning",,Tropical Storm,,,,,,,,,,,,,,,,Flooding,,,Flooding,,,,,,,,,,,,,,,,,,,,,Flooding,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,Tropical Storm,Flooding,,,,,,,,,"Wind, Hail, or Lightning",,Flooding,,,,,,,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,Snow Storms or Ice Storms,,,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,,,,,CUMBERLAND
30025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flooding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fallon
34013,Flooding,,,,,,,,,,,,,,,,,Flooding,,,Flooding,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,Flooding,,,,,,,,,,,,,,Flooding,,,,,,,,,,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,Tropical Storm,,,,,,,,,,,,Flooding,,,,,,,,,,,,,Flooding,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,ESSEX
51101,,,,,,,,,,,,,,,,,,,,,Flooding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flooding,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",Flooding,,"Wind, Hail, or Lightning",,,,,,,,KING WILLIAM
34015,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,Drought,Flooding,,,,,Drought,,,,,,,,"Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,,,Other,Other,,,,,,,,,,,,,,Flooding,,,,,,,,,,,,,,,,,,,,,Flooding,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,Tropical Storm,,,,,,,,,,"Wind, Hail, or Lightning",,Flooding,,,,,,,,,,,Snow Storms or Ice Storms,,Flooding,,,,,,Snow Storms or Ice Storms,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,Gloucester
30021,,,,,,,,,,,,,,,,,,,,,,,,,,Extreme Heat,,,,,,,,,,,,,,,,,,,,,Wildfire,Drought,,,,,,,,,,Drought,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flooding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dawson
34017,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,Extreme Heat,Flooding,,,,,Drought,,,,,,,,"Wind, Hail, or Lightning",,Tropical Storm,,,,Flooding,Flooding,,,,,,,,,,,,,,Flooding,,,,,,,,,,,,,,,,,,,,,Flooding,,,,,,,,,,,,,,,,,,,Tropical Storm,,,,,,,,,,,,Flooding,,,,,,,,,,,,,Flooding,,,,,,,,,,,,,,,,,,,,,,,HUDSON
30023,,Flooding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flooding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deer Lodge
54105,Snow Storms or Ice Storms,,,,,,Flooding,,,,,,,,,,,,,Drought,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,Flooding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,WIRT
18027,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,Flooding,,,,,,,Tornado or Funnel Cloud,,,,,,,,,,,,,,,Flooding,,,,,,,,,,,,Flooding,,Tornado or Funnel Cloud,Flooding,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,,,,Drought,,,,"Wind, Hail, or Lightning",,,,,,,,,,"Wind, Hail, or Lightning",,,,,Tornado or Funnel Cloud,,,,,,,,,,,Flooding,,,,,,,,,,,,,,,,Daviess
54107,Snow Storms or Ice Storms,,,,,,Flooding,,,,,,,,,,,,,Drought,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,"Wind, Hail, or Lightning",,,Flooding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,WOOD
18025,Snow Storms or Ice Storms,,,,,,Flooding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flooding,,,,,,,,,,,,Flooding,"Wind, Hail, or Lightning",,,,,,,,,Flooding,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,,,,,,,Flooding,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,Flooding,,,,,,,Flooding,,,,,,,,,Crawford
54101,Snow Storms or Ice Storms,,,,,,Flooding,,,,,,,,,,Snow Storms or Ice Storms,,,Drought,,,,,,,Flooding,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Webster
18023,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,Flooding,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,,,,,,,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,,,,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,,,,Drought,,,,,,,,,,,,,Flooding,Flooding,,,,,Tornado or Funnel Cloud,,Snow Storms or Ice Storms,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,Clinton
54103,Snow Storms or Ice Storms,,,,,,Flooding,,,,,,,,,,Snow Storms or Ice Storms,Snow Storms or Ice Storms,,Drought,,,,"Wind, Hail, or Lightning",,,,,,,,,"Wind, Hail, or Lightning",,,,"Wind, Hail, or Lightning",,,Flooding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wetzel
18021,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,Flooding,,,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,"Wind, Hail, or Lightning",,Flooding,,,Flooding,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,Flooding,,,,,,,,,,Drought,"Wind, Hail, or Lightning",,,Tornado or Funnel Cloud,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,,,,,,,,,Clay
54109,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,Drought,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,,,"Wind, Hail, or Lightning",,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,Drought,,,,,,,,"Wind, Hail, or Lightning",,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wyoming
18029,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,Flooding,Flooding,"Wind, Hail, or Lightning",,,Cold Weather/Wind Chill or Freezing,,Extreme Heat,,,,,Flooding,,,,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,"Wind, Hail, or Lightning",,,Tornado or Funnel Cloud,,,,,,,Extreme Heat,,,,"Wind, Hail, or Lightning",,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dearborn
38105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,Flooding,,,,,,,,Wildfire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Williams
38103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wells
